Flight date,Arrival date,Flight number,Day of week,Origin,Destination,Aircraft fleet type,Tail number,PAF,Adjusted PAF,Block time scheduled,Block time planned,Block time actual,Enroute time planned,Enroute time actual,Taxi out time scheduled,Taxi out time planned,Taxi out time actual,Taxi out actual (lbs),Taxi in time scheduled,Taxi in time planned,Taxi in time actual,Arrival time planned,Additional fuel (lbs),Additional fuel (mins),Total fuel planned,Total fuel actual,Converted to Gallons,Take off fuel,Enroute fuel planned,Enroute fuel actual,Arrival fuel planned,Arrival fuel actual,Alternate planned,checAlternate actual,Alternate fuel (min),Alternate fuel (lbs),Alternate distance,Payload weight forecast,Payload weight planned,Payload weight actual,Takeoff weight planned,Takeoff weight actual,Contingency fuel (lbs),Contingency fuel (min),Extra fuel (lbs),Dispatcher remarks,Contingency fuel %,Additional Fuel Actual (lbs),Additional Fuel Actual (min),Extra fuel actual (lbs),Extra fuel reason taxi,Extra fuel reason previous fuel on board,Extra fuel reason delays,Extra fuel reason tankering,Extra fuel reason operational needs,Extra fuel other reason,Fuel impact of adding 5000,Fuel impact of reducing 5000,Payload expected en-route fuel,Enroute Weather Indicator,Turnover Notes,Metar Value,Low Visibility Indicator,Carbon
10/21/2021,10/21/2021,UPS0916,Thursday,SDF,ONT,MD11-PW,N270UP,83,83,244,244,246,224,225,14,12,16,2200,7,8,5,111200Z,6500,30,80500,80600,40300,78400,60500,54200,18300,24200,0,None,0,0,0,101000,106000,94200,443000,431200,0,0,1800,EXTRA FUEL - LIGHT AIRCRAFT CDL 49-17-12 TAKEOFF AND LANDING ACCOUNTED IN AERODATA CDL 49-17-13(APU NOT OPERATING) TAKEOFF AND LANDING ACCOUNTED IN AERODATA,0,0,0,500,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,400,-400,59556,FALSE,null,null,FALSE,21.105
10/21/2021,10/21/2021,UPS0918,Thursday,SDF,ONT,B767-300W,N331UP,78,78,244,257,255,235,230,12,14,18,1000,7,8,7,131100Z,4500,33,51800,51700,25850,50700,39700,39300,11000,11400,0,None,0,0,0,90000,86000,76600,317100,307400,0,0,0,3 MINS ADDL FUEL ADDED FOR FUEL ANALYTICS,0,352,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-400,38948,FALSE,null,null,FALSE,21.105
10/19/2021,10/19/2021,UPS0916,Tuesday,SDF,ONT,B747-8F,N606UP,273,80,237,260,264,228,223,14,24,25,3600,10,8,16,115400Z,8000,30,153000,152600,76300,149000,75200,76700,74500,72300,0,None,0,0,0,110000,120000,125600,693300,699800,0,0,52900,EXTRA FUEL - FOB,0,1052,4,300,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,400,-400,75648,FALSE,null,null,FALSE,21.105
10/19/2021,10/19/2021,UPS0918,Tuesday,SDF,ONT,B767-300,N372UP,75,75,244,257,256,235,231,12,14,19,400,7,8,6,122200Z,4200,30,53000,57500,28750,57100,40700,43000,11000,14100,0,None,0,0,0,86000,88000,110200,318900,345600,0,0,0,RAIM CHECK OKAY,0,80,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,42920,FALSE,null,null,FALSE,21.105
10/20/2021,10/20/2021,UPS0916,Wednesday,SDF,ONT,MD11-PW,N296UP,83,83,244,241,242,221,220,14,12,14,1200,7,8,8,103100Z,6600,30,80200,79400,39700,78200,60200,56800,18300,21400,0,None,0,0,0,104000,105000,105000,443300,441100,0,0,1800,EXTRA FUEL - LIGHT AIRCRAFT CDL 49-17-12 TAKEOFF AND LANDING ACCOUNTED IN AERODATA CDL 49-17-13(APU NOT OPERATING) TAKEOFF AND LANDING ACCOUNTED IN AERODATA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,400,-400,60200,FALSE,null,null,FALSE,21.105
10/20/2021,10/20/2021,UPS0918,Wednesday,SDF,ONT,B767-300W,N314UP,85,85,244,256,254,234,234,12,14,10,500,7,8,10,135300Z,5400,40,51400,50900,25450,50400,38300,38900,11900,11500,0,None,0,0,0,84000,89000,97700,320300,328700,0,0,0,10 MINS ADDL FUEL FOR FUEL FOR POTENTIAL ENROUTE TURUBLENCE ... IF LOWER FLIGHT LEVEL BECOMES DESIRABLE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,39170,FALSE,null,null,FALSE,21.105
10/21/2021,10/21/2021,UPS2908,Thursday,SDF,ONT,MD11-PW,N285UP,80,80,249,254,253,234,234,15,12,15,1800,8,8,4,230200Z,7700,35,78100,78600,39300,76800,58900,54000,17500,22800,0,None,0,0,0,103000,106000,83700,444800,422400,0,0,0,OPS LIMITING MEL: C49-17-12;C49-17-13 05 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,600,-600,56224,FALSE,null,null,FALSE,21.105
10/22/2021,10/22/2021,UPS2610,Friday,SDF,ONT,B747-8F,N627UP,86,86,241,257,255,225,234,10,24,13,1000,14,8,8,234600Z,7700,30,92100,92400,46200,91400,66400,73400,22400,18000,0,None,0,0,0,98000,98000,113600,610100,627700,0,0,2700,EXTRA FUEL DUE TO LIGHT A/C,0,5752,23,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,400,-400,67648,FALSE,null,null,FALSE,21.105
10/22/2021,10/23/2021,UPS2908,Friday,SDF,ONT,B757-200PF,N421UP,84,84,248,259,242,239,227,12,12,10,500,6,8,5,003500Z,3600,35,38900,39000,19500,38500,29200,31300,9000,7200,0,None,0,0,0,55000,60000,38500,212800,191700,0,0,400,CDL 23-61-1. ADDTL FOR ENROUTE WX. EXTRA FOR TAXI.,0,3600,35,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,27050,TRUE,null,null,FALSE,21.105
10/22/2021,10/23/2021,UPS5514,Friday,SDF,ONT,B767-300W,N359UP,85,85,244,260,259,238,241,12,14,11,400,7,8,7,010600Z,4900,40,47800,52300,26150,51900,35800,38400,10800,13500,0,None,0,0,0,58000,58000,79000,286900,312600,0,0,0,10 MINS ADDTL FOR FUEL ANALYTICS,0,500,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-400,37900,FALSE,null,null,FALSE,21.105
10/25/2021,10/25/2021,UPS2916,Monday,SDF,ONT,B767-300W,N313UP,125,125,240,267,258,245,240,12,14,12,400,6,8,6,230600Z,4300,30,64300,64300,32150,63900,42700,41600,20300,22300,KPHX,None,50,9100,318,98000,98000,92000,341600,336600,0,0,0,15 MINS ADDTL FUEL FOR DESTINATION WX,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,42100,FALSE,null,null,FALSE,21.105
10/25/2021,10/26/2021,UPS2964,Monday,SDF,ONT,B747-400F,N573UP,145,145,241,261,252,229,236,10,24,7,500,14,8,9,005800Z,13000,50,123700,123700,61850,123200,76100,75300,43600,47900,KPHX,None,46,16500,318,108000,123000,99600,595500,570600,0,0,800,ADDTL FOR DEST WX. EXTRA FOR TAXI.,0,1540,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,73760,FALSE,null,null,FALSE,21.105
10/26/2021,10/26/2021,UPS2908,Tuesday,SDF,ONT,B747-8F,N616UP,95,95,241,253,241,221,224,10,24,9,0,14,8,8,231500Z,13400,50,101100,100800,50400,100800,71400,71100,26400,30200,0,None,0,0,0,117000,125000,118200,645800,641200,0,0,0,A/C DOWNGRADED TO CAT I - ADDTL FUEL FOR ENROUTE WX,0,108,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,300,-300,70992,TRUE,null,null,FALSE,21.105
10/26/2021,10/27/2021,UPS2964,Tuesday,SDF,ONT,B747-400F,N581UP,92,92,241,251,233,219,220,10,24,7,2300,14,8,6,004800Z,11800,47,101300,101300,50650,99000,73200,69600,24100,29400,0,None,0,0,0,106000,110000,95700,560200,540800,0,0,0,02 MINS ADDTL FUEL FOR FUEL ANALYTICS. 15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. CAT DOWNGRADE: ONE KONT RAIM CHECK: OK.,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,71770,FALSE,null,null,FALSE,21.105
10/19/2021,10/19/2021,UPS2908,Tuesday,SDF,ONT,MD11-GE,N252UP,88,88,249,251,251,231,228,15,12,16,1400,8,8,7,231000Z,6100,30,75300,77000,38500,75600,55300,54400,18300,21200,0,None,0,0,0,106000,102000,105900,432900,438600,0,0,2700,EXTRA FUEL DUE TO LIGHT A/C RAIM CHECK: OK,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,600,-600,55768,FALSE,null,null,FALSE,21.105
10/19/2021,10/20/2021,UPS2964,Tuesday,SDF,ONT,B747-400F,N582UP,96,96,241,253,262,221,224,10,24,12,1100,14,8,26,004900Z,12500,51,99300,99600,49800,98500,70700,70600,24600,27900,0,None,0,0,0,102000,105000,114100,553600,564800,0,0,0,01 MIN ADDTL FUEL FOR FUEL ANALYTICS. 20 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES.,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,71428,FALSE,null,null,FALSE,21.105
10/20/2021,10/20/2021,UPS2908,Wednesday,SDF,ONT,MD11-PW,N294UP,83,83,249,251,246,231,226,15,12,14,1200,8,8,6,230600Z,6600,30,77600,78000,39000,76800,57700,54600,18100,22200,0,None,0,0,0,108000,110000,99100,444000,433400,0,0,1800,EXTRA FUEL DUE TO LIGHT A/C,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,600,-600,56392,FALSE,null,null,FALSE,21.105
10/20/2021,10/21/2021,UPS2964,Wednesday,SDF,ONT,B747-400F,N580UP,90,90,241,252,248,220,222,10,24,18,1900,14,8,8,005200Z,11300,45,99300,99200,49600,97300,71500,69100,23800,28200,0,None,0,0,0,108000,117000,96200,566500,543600,0,0,0,15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. KONT RAIM CHECK: OK. MEL 32-42-3-1 APPROACH CAPABILITY WILL BE CAT III (DEGRADED).,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,69836,FALSE,null,null,FALSE,21.105
8/6/2021,8/7/2021,UPS5514,Friday,SDF,ONT,B767-300W,N309UP,111,111,244,254,245,232,224,12,14,15,0,7,8,6,002300Z,8300,66,52100,52200,26100,52200,36200,34000,14600,17700,0,None,0,0,0,69000,75000,36200,306400,268000,0,0,0,ADDTL FUEL FOR ENROUTE TS,0,1680,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,32320,TRUE,null,null,FALSE,21.105
8/3/2021,8/3/2021,UPS0918,Tuesday,SDF,ONT,B767-300W,N357UP,236,81,244,247,236,225,215,12,14,13,0,7,8,8,113300Z,4100,30,74100,74200,37100,74200,39600,41400,33300,32300,0,None,0,0,0,84000,92000,90900,347100,346600,0,0,21900,EXTRA FUEL - ECONOMIC TANKERING,0,1888,14,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,400,-400,39512,FALSE,null,null,FALSE,21.105
8/6/2021,8/6/2021,UPS0918,Friday,SDF,ONT,B767-300W,N320UP,78,78,244,257,240,235,222,12,14,11,0,7,8,7,114000Z,4000,30,50400,50600,25300,50600,38000,36000,11200,14000,0,None,0,0,0,83000,93000,76800,323500,307800,0,0,400,EXTRA FUEL FOR TAXI DELAYS,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,500,-500,36380,FALSE,null,null,FALSE,21.105
8/25/2021,8/26/2021,UPS2964,Wednesday,SDF,ONT,MD11-PW,N280UP,92,92,249,238,258,218,219,15,12,31,0,8,8,8,020200Z,9800,45,78400,77800,38900,77800,56700,54200,20000,20800,0,None,0,0,0,103000,101000,99000,435300,430700,0,0,400,15 MIN ADDTL FUEL FOR EN ROUTE WX OVER MIDWEST EXTRA FUEL FOR SDF TAXI,0,0,0,400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,600,-600,56460,TRUE,null,null,FALSE,21.105
8/20/2021,8/20/2021,UPS0916,Friday,SDF,ONT,MD11-PW,N287UP,134,134,244,243,240,223,219,14,12,13,0,7,8,8,102600Z,8800,40,92400,93200,46600,93200,58400,56200,32300,35400,KPHX,None,49,13500,307,97000,95000,86800,445400,438400,0,0,0,CDL 49-17-12 CDL 49-17-13 AERODATA PENALTIES APPLIED ADDTL FUEL FOR ATC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,600,-600,57416,FALSE,null,null,FALSE,21.105
9/16/2021,9/16/2021,UPS2908,Thursday,SDF,ONT,MD11-PW,N284UP,85,85,249,241,234,221,215,15,12,14,1400,8,8,5,223600Z,8500,40,76400,76000,38000,74600,56200,52400,18500,22200,0,None,0,0,0,96000,96000,87500,429700,421000,0,0,0,10 MINS ADDTL FUEL FOR DESTINATION WX,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,55350,FALSE,null,null,FALSE,21.105
10/22/2021,10/22/2021,UPS0916,Friday,SDF,ONT,MD11-GE,N261UP,86,86,244,241,254,221,219,14,12,29,2200,7,8,6,105000Z,6200,30,79200,79200,39600,77000,59200,55000,18300,22000,0,None,0,0,0,101000,110000,93600,441800,424300,0,0,2200,EXTRA FUEL - LIGHT AIRCRAFT,0,0,0,500,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,500,-500,57560,FALSE,null,null,FALSE,21.105
10/22/2021,10/22/2021,UPS0918,Friday,SDF,ONT,B767-300W,N334UP,75,75,244,257,248,235,224,12,14,19,1000,7,8,5,120400Z,4100,30,51400,51200,25600,50200,39300,39900,10800,10300,0,None,0,0,0,104000,96000,88400,327500,318800,0,0,0,0,0,1360,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,38540,FALSE,null,null,FALSE,21.105
9/17/2021,9/17/2021,UPS0916,Friday,SDF,ONT,MD11-PW,N278UP,102,102,244,241,237,221,217,14,12,14,1000,7,8,6,103100Z,8600,40,80600,81400,40700,80400,56100,51000,22800,29400,KLAX,None,17,4400,59,96000,100000,91300,437500,429700,0,0,0,OPS LIMITING CDL: 49-17-12 OPS LIMITING CDL: 49-17-13 ADDTL 10 MINS ATC DELAYS,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,600,-600,55056,FALSE,null,null,FALSE,21.105
10/24/2021,10/24/2021,UPS0900,Sunday,SDF,ONT,B747-400F,N582UP,101,86,237,258,242,226,225,14,24,8,1000,10,8,9,224400Z,11000,40,113300,112400,56200,111400,80000,76500,29300,34900,0,None,0,0,0,136000,165000,137300,627600,599400,0,0,4500,113.3 FOB 10MINS ADDTL FOR ENRTE WX,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,500,-500,77230,TRUE,null,null,FALSE,21.105
10/24/2021,10/25/2021,UPS0916,Sunday,SDF,ONT,B767-300W,N324UP,108,108,244,260,250,238,236,12,14,8,0,7,8,6,014700Z,6100,45,58300,58300,29150,58300,41100,38900,16000,19600,KLAX,None,18,3200,64,88000,93000,56600,331000,294800,0,0,0,ADDTL FUEL FOR ARRIVAL DELAYS DUE TO FCST LOW CIGS IN VCNTY ADDTL FUEL FOR ENRTE WX ACROSS MIDWEST/SRN PLAINS,0,1440,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,37460,TRUE,null,null,FALSE,21.105
10/24/2021,10/25/2021,UPS0918,Sunday,SDF,ONT,A300-600R,N142UP,90,90,247,254,257,234,235,13,12,18,200,8,8,4,001000Z,6500,42,66500,66500,33250,66300,50100,49600,15100,16700,0,None,0,0,0,86000,91000,87600,336600,333300,0,0,500,2MINS ADDTL FOR UPS FUEL ANALYTICS 10MINS ADDTL FOR ENRTE WX XTRA FOR EXTD TAXI FLIGHT PLANNED USING U3W DATABASE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,700,-600,49692,TRUE,null,null,FALSE,21.105
10/24/2021,10/24/2021,UPS0920,Sunday,SDF,ONT,B767-300,N372UP,113,113,244,256,251,234,230,12,14,13,300,7,8,8,232300Z,7500,50,65300,65500,32750,65200,45500,45300,18600,19900,KLAX,None,18,3300,64,132000,110000,106600,353100,350200,0,0,0,ADDTL FUEL FOR ARRIVAL DELAYS DUE TO FCST LOW CIGS IN VCNTY ADDTL FUEL FOR ENRTE WX ACROSS MIDWEST/SRN PLAINS,0,140,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,45160,TRUE,null,null,FALSE,21.105
9/20/2021,9/21/2021,UPS2964,Monday,SDF,ONT,B767-300W,N336UP,90,90,245,258,268,236,228,12,14,17,300,6,8,23,013900Z,6500,45,57200,57300,28650,57000,42300,40500,13700,16500,0,None,0,0,0,105000,109000,86900,347100,325200,0,0,0,15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC.,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,40532,FALSE,null,null,FALSE,21.105
9/21/2021,9/21/2021,UPS0918,Tuesday,SDF,ONT,B767-300W,N324UP,98,98,244,251,250,229,230,12,14,12,100,7,8,8,115700Z,6500,50,56900,56600,28300,56500,42000,41100,13700,15400,0,None,0,0,0,85000,85000,87800,321700,324000,0,0,500,20 MINS ADDTL FUEL FOR ATC/ENROUTE WX DEVIATION NEAR LIT EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,400,-400,42224,TRUE,null,null,FALSE,21.105
9/20/2021,9/20/2021,UPS2916,Monday,SDF,ONT,B767-300,N375UP,91,91,240,253,244,231,227,12,14,12,400,6,8,5,233000Z,5600,40,54700,54400,27200,54000,40100,38800,13400,15200,0,None,0,0,0,87000,87000,70700,319500,302000,0,0,800,ADDTL FOR ENROUTE WX. EXTRA FOR TAXI.,0,330,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,38470,TRUE,null,null,FALSE,21.105
9/17/2021,9/17/2021,UPS2908,Friday,SDF,ONT,B757-200RR,N453UP,85,85,248,253,237,233,222,12,12,10,0,6,8,5,233300Z,3900,40,36600,36400,18200,36400,27200,26100,8700,9900,0,None,0,0,0,48000,43000,0,194400,151300,0,0,0,10 MINS ADDTL FUEL FOR ARRIVAL DELAYS DUE TO SOCAL TRAFFIC,0,3200,33,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,22900,FALSE,null,null,FALSE,21.105
9/15/2021,9/15/2021,UPS2908,Wednesday,SDF,ONT,MD11-PW,N290UP,85,85,249,239,237,219,218,15,12,13,800,8,8,6,231500Z,8900,40,78600,79000,39500,78200,57800,54400,19100,23800,0,None,0,0,0,109000,105000,97400,443400,436700,0,0,0,10 MINS ADDTL FUEL FOR WX AT ORIGIN,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,57040,FALSE,null,null,FALSE,21.105
9/17/2021,9/17/2021,UPS0918,Friday,SDF,ONT,B767-300W,N345UP,94,94,244,256,239,234,218,12,14,13,600,7,8,8,113800Z,4100,30,53300,53300,26650,52700,38000,38500,14100,14200,KLGB,None,16,2900,55,86000,88000,81600,322200,315900,0,0,400,ADDTL FUEL FOR ARRIVAL DELAYS EXTRA FUEL FOR TAXI DELAYS,0,1012,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,500,-400,37488,FALSE,null,null,FALSE,21.105
9/9/2021,9/9/2021,UPS0918,Thursday,SDF,ONT,B767-300,N375UP,78,78,244,248,245,226,217,12,14,22,900,7,8,6,115500Z,4300,30,50800,50900,25450,50000,37800,37500,11800,12500,0,None,0,0,0,83000,92000,79100,320500,307800,0,0,500,EXTRA FUEL FOR TAXI DELAYS,0,990,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,500,-500,36510,FALSE,null,null,FALSE,21.105
8/31/2021,9/1/2021,UPS2908,Tuesday,SDF,ONT,B747-400F,N573UP,90,90,241,249,234,217,220,10,24,6,0,14,8,8,004200Z,11000,45,95100,94000,47000,94000,67700,65900,23400,24900,0,None,0,0,0,106000,110000,105200,553900,542400,0,0,0,OPS LIMITING MEL: 32-42-4-1-2-1 15 MINS ADDTL FUEL FOR WX WEST OF RSK,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,67220,FALSE,null,null,FALSE,21.105
8/20/2021,8/20/2021,UPS0918,Friday,SDF,ONT,B767-300W,N326UP,78,78,244,255,265,233,237,12,14,19,0,7,8,9,121400Z,4200,30,52800,52600,26300,52600,39800,39900,11800,11800,0,None,0,0,0,95000,104000,69900,337100,302600,0,0,400,EXTRA FUEL FOR TAXI DELAYS,0,2828,21,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,400,-400,37072,FALSE,null,null,FALSE,21.105
8/25/2021,8/26/2021,UPS2908,Wednesday,SDF,ONT,B747-400F,N577UP,111,111,241,247,253,215,211,10,24,32,0,14,8,10,015000Z,16300,66,100800,104400,52200,104400,67900,70300,28900,31100,0,None,0,0,0,108000,115000,98300,563700,551200,0,0,0,ADDTL FUEL FOR ENROUTE TS,0,4070,17,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,66230,TRUE,null,null,FALSE,21.105
8/13/2021,8/13/2021,UPS2908,Friday,SDF,ONT,B767-300W,N342UP,105,105,246,251,244,229,227,12,14,11,0,6,8,6,234600Z,7800,60,50900,50800,25400,50800,35600,34500,14100,15800,0,None,0,0,0,42000,75000,64800,306800,296000,0,0,0,ADDITIONAL 30 MIN FOR DEP AND ENROUTE WX,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,34580,TRUE,null,null,FALSE,21.105
8/10/2021,8/10/2021,UPS0918,Tuesday,SDF,ONT,B767-300W,N342UP,93,93,244,251,238,229,216,12,14,14,0,7,8,8,114800Z,6300,45,53700,53700,26850,53700,38900,38600,13600,14500,0,None,0,0,0,93000,97000,82700,331600,317100,0,0,500,ADDITIONAL FUEL FOR PAF TARGET EXTRA FUEL FOR TAXI DELAYS,0,1130,9,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,500,-500,37470,FALSE,null,null,FALSE,21.105
8/5/2021,8/5/2021,UPS0916,Thursday,SDF,ONT,MD11-PW,N272UP,80,80,244,229,224,209,209,14,12,10,0,7,8,5,101300Z,6400,30,79000,78800,39400,78800,59200,50200,18000,26800,0,None,0,0,0,94000,100000,84100,438500,423200,0,0,1200,EXTRA FUEL - LIGHT AIRCRAFT,0,0,0,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,400,-400,57928,FALSE,null,null,FALSE,21.105
8/5/2021,8/5/2021,UPS0918,Thursday,SDF,ONT,B767-300W,N323UP,78,78,244,254,244,232,222,12,14,13,0,7,8,9,115100Z,4100,30,50000,50000,25000,50000,37500,36600,11200,12800,0,None,0,0,0,85000,92000,79100,321400,308500,0,0,500,EXTRA FUEL FOR TAXI DELAYS,0,132,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,400,-400,36468,FALSE,null,null,FALSE,21.105
8/16/2021,8/16/2021,UPS2916,Monday,SDF,ONT,B767-300W,N326UP,90,90,240,243,240,221,222,12,14,13,0,6,8,5,224000Z,6200,45,51300,51300,25650,51300,37100,36700,12900,14100,0,None,0,0,0,95000,95000,82500,326500,314300,0,0,0,ADDL FUEL FOR PSBL ENRTE WX/ ATC.,0,850,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,35850,TRUE,null,null,FALSE,21.105
8/24/2021,8/24/2021,UPS0916,Tuesday,SDF,ONT,MD11-GE,N252UP,82,82,244,235,238,215,217,14,12,12,0,7,8,9,102500Z,6300,30,79900,80400,40200,80400,60200,54400,18000,24800,0,None,0,0,0,100000,111000,94300,448200,430400,0,0,1500,EXTRA FUEL - LIGHT AIRCRAFT,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,500,-500,58530,FALSE,null,null,FALSE,21.105
8/21/2021,8/21/2021,UPS0920,Saturday,SDF,ONT,B767-300W,N304UP,101,101,244,254,248,232,230,12,14,12,0,7,8,6,125000Z,5200,40,52500,52600,26300,52600,37000,35700,14200,16400,KLGB,None,16,2800,55,72000,75000,60300,307700,292700,0,0,0,ADDTL FUEL FOR ATC,0,170,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,35530,FALSE,null,null,FALSE,21.105
8/18/2021,8/18/2021,UPS2908,Wednesday,SDF,ONT,B747-400F,N576UP,100,100,241,252,250,220,222,10,24,15,0,14,8,13,232700Z,13400,55,98200,98500,49250,98500,68400,67000,25800,28500,0,None,0,0,0,110000,110000,95800,557100,542600,0,0,0,OPS LIMITING MEL: 75-33-1-1 20 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC,0,20,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,66980,FALSE,null,null,FALSE,21.105
8/10/2021,8/10/2021,UPS2908,Tuesday,SDF,ONT,MD11-PW,N281UP,117,117,252,241,235,221,218,15,12,13,0,8,8,4,230500Z,14500,66,85400,85400,42700,85400,57700,54000,25900,30200,0,None,0,0,0,101000,109000,90600,451600,433200,0,0,1300,ADDTL FUEL ENROUTE TS EXTRA FUEL FOR SDF TAXI,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,600,-600,55492,TRUE,null,null,FALSE,21.105
8/5/2021,8/5/2021,UPS2908,Thursday,SDF,ONT,MD11-PW,N274UP,111,111,249,241,243,221,222,15,12,14,0,8,8,7,224400Z,14500,66,84000,84200,42100,84200,57600,53000,24700,29200,0,None,0,0,0,106000,114000,92700,455200,432300,0,0,0,ADDTL FUEL FOR ENROUTE TS,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,600,-600,55044,TRUE,null,null,FALSE,21.105
8/14/2021,8/14/2021,UPS0908,Saturday,SDF,ONT,B747-400F,N572UP,99,99,237,239,237,207,212,14,24,15,0,10,8,10,111900Z,12300,50,97700,97400,48700,97400,67900,65400,25800,29700,0,None,0,0,0,91000,111000,79500,557500,528000,0,0,1100,20 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,20,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,400,-400,65380,FALSE,null,null,FALSE,21.105
8/18/2021,8/18/2021,UPS3912,Wednesday,SDF,ONT,B757-200PF,N422UP,96,96,235,251,241,231,227,9,12,7,0,7,8,7,131500Z,2500,25,39900,39600,19800,39600,28500,27300,10800,11900,KLAX,None,19,2500,64,43000,58000,45500,212100,199300,0,0,700,ADDTL FUEL ATC DELAYS EXTRA FUEL TAXI DELAYS IN SDF,0,50,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,500,-500,27250,FALSE,null,null,FALSE,21.105
